order,family,genus_species,genus,name,img_src,url
Passeriformes,New World Sparrows,Spizella passerina,Spizella,Chipping Sparrow,https://www.allaboutbirds.org/guide/assets/photo/64972021-480px.jpg,https://www.allaboutbirds.org/guide/Chipping_Sparrow/overview
Passeriformes,New World Sparrows,Spizella pallida,Spizella,Clay-colored Sparrow,https://www.allaboutbirds.org/guide/assets/photo/64972451-480px.jpg,https://www.allaboutbirds.org/guide/Clay-colored_Sparrow/overview
Passeriformes,New World Sparrows,Spizella atrogularis,Spizella,Black-chinned Sparrow,https://www.allaboutbirds.org/guide/assets/photo/94256321-480px.jpg,https://www.allaboutbirds.org/guide/Black-chinned_Sparrow/overview
Passeriformes,New World Sparrows,Spizella pusilla,Spizella,Field Sparrow,https://www.allaboutbirds.org/guide/assets/photo/297663691-480px.jpg,https://www.allaboutbirds.org/guide/Field_Sparrow/overview
Passeriformes,New World Sparrows,Spizella breweri,Spizella,Brewer's Sparrow,https://www.allaboutbirds.org/guide/assets/photo/64973431-480px.jpg,https://www.allaboutbirds.org/guide/Brewers_Sparrow/overview
Passeriformes,New World Sparrows,Amphispiza bilineata,Amphispiza,Black-throated Sparrow,https://www.allaboutbirds.org/guide/assets/photo/311380761-480px.jpg,https://www.allaboutbirds.org/guide/Black-throated_Sparrow/overview
Passeriformes,New World Sparrows,Chondestes grammacus,Chondestes,Lark Sparrow,https://www.allaboutbirds.org/guide/assets/photo/64973941-480px.jpg,https://www.allaboutbirds.org/guide/Lark_Sparrow/overview
Passeriformes,New World Sparrows,Calamospiza melanocorys,Calamospiza,Lark Bunting,https://www.allaboutbirds.org/guide/assets/photo/297712361-480px.jpg,https://www.allaboutbirds.org/guide/Lark_Bunting/overview
Passeriformes,New World Sparrows,Spizelloides arborea,Spizelloides,American Tree Sparrow,https://www.allaboutbirds.org/guide/assets/photo/297719081-480px.jpg,https://www.allaboutbirds.org/guide/American_Tree_Sparrow/overview
Passeriformes,New World Sparrows,Passerella iliaca,Passerella,Fox Sparrow,https://www.allaboutbirds.org/guide/assets/photo/66115301-480px.jpg,https://www.allaboutbirds.org/guide/Fox_Sparrow/overview
Passeriformes,New World Sparrows,Junco hyemalis,Junco,Dark-eyed Junco,https://www.allaboutbirds.org/guide/assets/photo/66115711-480px.jpg,https://www.allaboutbirds.org/guide/Dark-eyed_Junco/overview
Passeriformes,New World Sparrows,Junco phaeonotus,Junco,Yellow-eyed Junco,https://www.allaboutbirds.org/guide/assets/photo/297909191-480px.jpg,https://www.allaboutbirds.org/guide/Yellow-eyed_Junco/overview
Passeriformes,New World Sparrows,Zonotrichia leucophrys,Zonotrichia,White-crowned Sparrow,https://www.allaboutbirds.org/guide/assets/photo/64978031-480px.jpg,https://www.allaboutbirds.org/guide/White-crowned_Sparrow/overview
Passeriformes,New World Sparrows,Zonotrichia atricapilla,Zonotrichia,Golden-crowned Sparrow,https://www.allaboutbirds.org/guide/assets/photo/297970171-480px.jpg,https://www.allaboutbirds.org/guide/Golden-crowned_Sparrow/overview
Passeriformes,New World Sparrows,Zonotrichia querula,Zonotrichia,Harris's Sparrow,https://www.allaboutbirds.org/guide/assets/photo/64979771-480px.jpg,https://www.allaboutbirds.org/guide/Harriss_Sparrow/overview
Passeriformes,New World Sparrows,Zonotrichia albicollis,Zonotrichia,White-throated Sparrow,https://www.allaboutbirds.org/guide/assets/photo/64980371-480px.jpg,https://www.allaboutbirds.org/guide/White-throated_Sparrow/overview
Passeriformes,New World Sparrows,Artemisiospiza nevadensis,Artemisiospiza,Sagebrush Sparrow,https://www.allaboutbirds.org/guide/assets/photo/311381361-480px.jpg,https://www.allaboutbirds.org/guide/Sagebrush_Sparrow/overview
Passeriformes,New World Sparrows,Artemisiospiza belli,Artemisiospiza,Bell's Sparrow,https://www.allaboutbirds.org/guide/assets/photo/311382471-480px.jpg,https://www.allaboutbirds.org/guide/Bells_Sparrow/overview
Passeriformes,New World Sparrows,Pooecetes gramineus,Pooecetes,Vesper Sparrow,https://www.allaboutbirds.org/guide/assets/photo/299337031-480px.jpg,https://www.allaboutbirds.org/guide/Vesper_Sparrow/overview
Passeriformes,New World Sparrows,Ammospiza leconteii,Ammospiza,LeConte's Sparrow,https://www.allaboutbirds.org/guide/assets/photo/299350191-480px.jpg,https://www.allaboutbirds.org/guide/LeContes_Sparrow/overview
Passeriformes,New World Sparrows,Ammospiza maritima,Ammospiza,Seaside Sparrow,https://www.allaboutbirds.org/guide/assets/photo/299384491-480px.jpg,https://www.allaboutbirds.org/guide/Seaside_Sparrow/overview
Passeriformes,New World Sparrows,Ammospiza nelsoni,Ammospiza,Nelson's Sparrow,https://www.allaboutbirds.org/guide/assets/photo/311384101-480px.jpg,https://www.allaboutbirds.org/guide/Nelsons_Sparrow/overview
Passeriformes,New World Sparrows,Ammospiza caudacuta,Ammospiza,Saltmarsh Sparrow,https://www.allaboutbirds.org/guide/assets/photo/171439141-480px.jpg,https://www.allaboutbirds.org/guide/Saltmarsh_Sparrow/overview
Passeriformes,New World Sparrows,Passerculus sandwichensis,Passerculus,Savannah Sparrow,https://www.allaboutbirds.org/guide/assets/photo/299412471-480px.jpg,https://www.allaboutbirds.org/guide/Savannah_Sparrow/overview
Passeriformes,New World Sparrows,Centronyx bairdii,Centronyx,Baird's Sparrow,https://www.allaboutbirds.org/guide/assets/photo/308768371-480px.jpg,https://www.allaboutbirds.org/guide/Bairds_Sparrow/overview
Passeriformes,New World Sparrows,Centronyx henslowii,Centronyx,Henslow's Sparrow,https://www.allaboutbirds.org/guide/assets/photo/171447861-480px.jpg,https://www.allaboutbirds.org/guide/Henslows_Sparrow/overview
Passeriformes,New World Sparrows,Melospiza melodia,Melospiza,Song Sparrow,https://www.allaboutbirds.org/guide/assets/photo/308771371-480px.jpg,https://www.allaboutbirds.org/guide/Song_Sparrow/overview
Passeriformes,New World Sparrows,Melospiza lincolnii,Melospiza,Lincoln's Sparrow,https://www.allaboutbirds.org/guide/assets/photo/299637291-480px.jpg,https://www.allaboutbirds.org/guide/Lincolns_Sparrow/overview
Passeriformes,New World Sparrows,Melospiza georgiana,Melospiza,Swamp Sparrow,https://www.allaboutbirds.org/guide/assets/photo/64985151-480px.jpg,https://www.allaboutbirds.org/guide/Swamp_Sparrow/overview
Passeriformes,New World Sparrows,Melozone fusca,Melozone,Canyon Towhee,https://www.allaboutbirds.org/guide/assets/photo/64988761-480px.jpg,https://www.allaboutbirds.org/guide/Canyon_Towhee/overview
Passeriformes,New World Sparrows,Melozone aberti,Melozone,Abert's Towhee,https://www.allaboutbirds.org/guide/assets/photo/299670841-480px.jpg,https://www.allaboutbirds.org/guide/Aberts_Towhee/overview
Passeriformes,New World Sparrows,Melozone crissalis,Melozone,California Towhee,https://www.allaboutbirds.org/guide/assets/photo/64989841-480px.jpg,https://www.allaboutbirds.org/guide/California_Towhee/overview
Passeriformes,New World Sparrows,Aimophila ruficeps,Aimophila,Rufous-crowned Sparrow,https://www.allaboutbirds.org/guide/assets/photo/64990421-480px.jpg,https://www.allaboutbirds.org/guide/Rufous-crowned_Sparrow/overview
Passeriformes,New World Sparrows,Pipilo chlorurus,Pipilo,Green-tailed Towhee,https://www.allaboutbirds.org/guide/assets/photo/299675281-480px.jpg,https://www.allaboutbirds.org/guide/Green-tailed_Towhee/overview
Passeriformes,New World Sparrows,Pipilo maculatus,Pipilo,Spotted Towhee,https://www.allaboutbirds.org/guide/assets/photo/299678301-480px.jpg,https://www.allaboutbirds.org/guide/Spotted_Towhee/overview
Passeriformes,New World Sparrows,Pipilo erythrophthalmus,Pipilo,Eastern Towhee,https://www.allaboutbirds.org/guide/assets/photo/311637941-480px.jpg,https://www.allaboutbirds.org/guide/Eastern_Towhee/overview
Passeriformes,Yellow-breasted Chat,Icteria virens,Icteria,Yellow-breasted Chat,https://www.allaboutbirds.org/guide/assets/photo/64916141-480px.jpg,https://www.allaboutbirds.org/guide/Yellow-breasted_Chat/overview
Passeriformes,Troupials and Allies,Xanthocephalus xanthocephalus,Xanthocephalus,Yellow-headed Blackbird,https://www.allaboutbirds.org/guide/assets/photo/306328961-480px.jpg,https://www.allaboutbirds.org/guide/Yellow-headed_Blackbird/overview
Passeriformes,Troupials and Allies,Dolichonyx oryzivorus,Dolichonyx,Bobolink,https://www.allaboutbirds.org/guide/assets/photo/306331051-480px.jpg,https://www.allaboutbirds.org/guide/Bobolink/overview
Passeriformes,Troupials and Allies,Sturnella neglecta,Sturnella,Western Meadowlark,https://www.allaboutbirds.org/guide/assets/photo/306332801-480px.jpg,https://www.allaboutbirds.org/guide/Western_Meadowlark/overview
Passeriformes,Troupials and Allies,Sturnella magna,Sturnella,Eastern Meadowlark,https://www.allaboutbirds.org/guide/assets/photo/306337121-480px.jpg,https://www.allaboutbirds.org/guide/Eastern_Meadowlark/overview
Passeriformes,Troupials and Allies,Icterus spurius,Icterus,Orchard Oriole,https://www.allaboutbirds.org/guide/assets/photo/306351671-480px.jpg,https://www.allaboutbirds.org/guide/Orchard_Oriole/overview
Passeriformes,Troupials and Allies,Icterus cucullatus,Icterus,Hooded Oriole,https://www.allaboutbirds.org/guide/assets/photo/306356481-480px.jpg,https://www.allaboutbirds.org/guide/Hooded_Oriole/overview
Passeriformes,Troupials and Allies,Icterus bullockii,Icterus,Bullock's Oriole,https://www.allaboutbirds.org/guide/assets/photo/306361551-480px.jpg,https://www.allaboutbirds.org/guide/Bullocks_Oriole/overview
Passeriformes,Troupials and Allies,Icterus pectoralis,Icterus,Spot-breasted Oriole,https://www.allaboutbirds.org/guide/assets/photo/306363441-480px.jpg,https://www.allaboutbirds.org/guide/Spot-breasted_Oriole/overview
Passeriformes,Troupials and Allies,Icterus gularis,Icterus,Altamira Oriole,https://www.allaboutbirds.org/guide/assets/photo/306365831-480px.jpg,https://www.allaboutbirds.org/guide/Altamira_Oriole/overview
Passeriformes,Troupials and Allies,Icterus graduacauda,Icterus,Audubon's Oriole,https://www.allaboutbirds.org/guide/assets/photo/306367931-480px.jpg,https://www.allaboutbirds.org/guide/Audubons_Oriole/overview
Passeriformes,Troupials and Allies,Icterus galbula,Icterus,Baltimore Oriole,https://www.allaboutbirds.org/guide/assets/photo/306380871-480px.jpg,https://www.allaboutbirds.org/guide/Baltimore_Oriole/overview
Passeriformes,Troupials and Allies,Icterus parisorum,Icterus,Scott's Oriole,https://www.allaboutbirds.org/guide/assets/photo/306385361-480px.jpg,https://www.allaboutbirds.org/guide/Scotts_Oriole/overview
Passeriformes,Troupials and Allies,Agelaius phoeniceus,Agelaius,Red-winged Blackbird,https://www.allaboutbirds.org/guide/assets/photo/306392131-480px.jpg,https://www.allaboutbirds.org/guide/Red-winged_Blackbird/overview
Passeriformes,Troupials and Allies,Agelaius tricolor,Agelaius,Tricolored Blackbird,https://www.allaboutbirds.org/guide/assets/photo/306397861-480px.jpg,https://www.allaboutbirds.org/guide/Tricolored_Blackbird/overview
Passeriformes,Troupials and Allies,Molothrus bonariensis,Molothrus,Shiny Cowbird,https://www.allaboutbirds.org/guide/assets/photo/245438551-480px.jpg,https://www.allaboutbirds.org/guide/Shiny_Cowbird/overview
Passeriformes,Troupials and Allies,Molothrus aeneus,Molothrus,Bronzed Cowbird,https://www.allaboutbirds.org/guide/assets/photo/67362641-480px.jpg,https://www.allaboutbirds.org/guide/Bronzed_Cowbird/overview
Passeriformes,Troupials and Allies,Molothrus ater,Molothrus,Brown-headed Cowbird,https://www.allaboutbirds.org/guide/assets/photo/306621721-480px.jpg,https://www.allaboutbirds.org/guide/Brown-headed_Cowbird/overview
Passeriformes,Troupials and Allies,Euphagus carolinus,Euphagus,Rusty Blackbird,https://www.allaboutbirds.org/guide/assets/photo/67375011-480px.jpg,https://www.allaboutbirds.org/guide/Rusty_Blackbird/overview
Passeriformes,Troupials and Allies,Euphagus cyanocephalus,Euphagus,Brewer's Blackbird,https://www.allaboutbirds.org/guide/assets/photo/306625401-480px.jpg,https://www.allaboutbirds.org/guide/Brewers_Blackbird/overview
Passeriformes,Troupials and Allies,Quiscalus quiscula,Quiscalus,Common Grackle,https://www.allaboutbirds.org/guide/assets/photo/307948931-480px.jpg,https://www.allaboutbirds.org/guide/Common_Grackle/overview
Passeriformes,Troupials and Allies,Quiscalus major,Quiscalus,Boat-tailed Grackle,https://www.allaboutbirds.org/guide/assets/photo/67363931-480px.jpg,https://www.allaboutbirds.org/guide/Boat-tailed_Grackle/overview
Passeriformes,Troupials and Allies,Quiscalus mexicanus,Quiscalus,Great-tailed Grackle,https://www.allaboutbirds.org/guide/assets/photo/67363301-480px.jpg,https://www.allaboutbirds.org/guide/Great-tailed_Grackle/overview
Passeriformes,New World Warblers,Seiurus aurocapilla,Seiurus,Ovenbird,https://www.allaboutbirds.org/guide/assets/photo/296753061-480px.jpg,https://www.allaboutbirds.org/guide/Ovenbird/overview
Passeriformes,New World Warblers,Helmitheros vermivorum,Helmitheros,Worm-eating Warbler,https://www.allaboutbirds.org/guide/assets/photo/296754331-480px.jpg,https://www.allaboutbirds.org/guide/Worm-eating_Warbler/overview
Passeriformes,New World Warblers,Parkesia motacilla,Parkesia,Louisiana Waterthrush,https://www.allaboutbirds.org/guide/assets/photo/296755471-480px.jpg,https://www.allaboutbirds.org/guide/Louisiana_Waterthrush/overview
Passeriformes,New World Warblers,Parkesia noveboracensis,Parkesia,Northern Waterthrush,https://www.allaboutbirds.org/guide/assets/photo/296756901-480px.jpg,https://www.allaboutbirds.org/guide/Northern_Waterthrush/overview
Passeriformes,New World Warblers,Vermivora chrysoptera,Vermivora,Golden-winged Warbler,https://www.allaboutbirds.org/guide/assets/photo/161007131-480px.jpg,https://www.allaboutbirds.org/guide/Golden-winged_Warbler/overview
Passeriformes,New World Warblers,Vermivora cyanoptera,Vermivora,Blue-winged Warbler,https://www.allaboutbirds.org/guide/assets/photo/296764091-480px.jpg,https://www.allaboutbirds.org/guide/Blue-winged_Warbler/overview
Passeriformes,New World Warblers,Mniotilta varia,Mniotilta,Black-and-white Warbler,https://www.allaboutbirds.org/guide/assets/photo/63666541-480px.jpg,https://www.allaboutbirds.org/guide/Black-and-white_Warbler/overview
Passeriformes,New World Warblers,Protonotaria citrea,Protonotaria,Prothonotary Warbler,https://www.allaboutbirds.org/guide/assets/photo/296766141-480px.jpg,https://www.allaboutbirds.org/guide/Prothonotary_Warbler/overview
Passeriformes,New World Warblers,Limnothlypis swainsonii,Limnothlypis,Swainson's Warbler,https://www.allaboutbirds.org/guide/assets/photo/296768641-480px.jpg,https://www.allaboutbirds.org/guide/Swainsons_Warbler/overview
Passeriformes,New World Warblers,Leiothlypis peregrina,Leiothlypis,Tennessee Warbler,https://www.allaboutbirds.org/guide/assets/photo/296780741-480px.jpg,https://www.allaboutbirds.org/guide/Tennessee_Warbler/overview
Passeriformes,New World Warblers,Leiothlypis celata,Leiothlypis,Orange-crowned Warbler,https://www.allaboutbirds.org/guide/assets/photo/296785521-480px.jpg,https://www.allaboutbirds.org/guide/Orange-crowned_Warbler/overview
Passeriformes,New World Warblers,Leiothlypis luciae,Leiothlypis,Lucy's Warbler,https://www.allaboutbirds.org/guide/assets/photo/296803411-480px.jpg,https://www.allaboutbirds.org/guide/Lucys_Warbler/overview
Passeriformes,New World Warblers,Leiothlypis ruficapilla,Leiothlypis,Nashville Warbler,https://www.allaboutbirds.org/guide/assets/photo/296807801-480px.jpg,https://www.allaboutbirds.org/guide/Nashville_Warbler/overview
Passeriformes,New World Warblers,Leiothlypis virginiae,Leiothlypis,Virginia's Warbler,https://www.allaboutbirds.org/guide/assets/photo/296818571-480px.jpg,https://www.allaboutbirds.org/guide/Virginias_Warbler/overview
Passeriformes,New World Warblers,Oporornis agilis,Oporornis,Connecticut Warbler,https://www.allaboutbirds.org/guide/assets/photo/296833621-480px.jpg,https://www.allaboutbirds.org/guide/Connecticut_Warbler/overview
Passeriformes,New World Warblers,Geothlypis tolmiei,Geothlypis,MacGillivray's Warbler,https://www.allaboutbirds.org/guide/assets/photo/296834351-480px.jpg,https://www.allaboutbirds.org/guide/MacGillivrays_Warbler/overview
Passeriformes,New World Warblers,Geothlypis philadelphia,Geothlypis,Mourning Warbler,https://www.allaboutbirds.org/guide/assets/photo/296835651-480px.jpg,https://www.allaboutbirds.org/guide/Mourning_Warbler/overview
Passeriformes,New World Warblers,Geothlypis formosa,Geothlypis,Kentucky Warbler,https://www.allaboutbirds.org/guide/assets/photo/296839171-480px.jpg,https://www.allaboutbirds.org/guide/Kentucky_Warbler/overview
Passeriformes,New World Warblers,Geothlypis trichas,Geothlypis,Common Yellowthroat,https://www.allaboutbirds.org/guide/assets/photo/297027971-480px.jpg,https://www.allaboutbirds.org/guide/Common_Yellowthroat/overview
Passeriformes,New World Warblers,Setophaga citrina,Setophaga,Hooded Warbler,https://www.allaboutbirds.org/guide/assets/photo/297027781-480px.jpg,https://www.allaboutbirds.org/guide/Hooded_Warbler/overview
Passeriformes,New World Warblers,Setophaga ruticilla,Setophaga,American Redstart,https://www.allaboutbirds.org/guide/assets/photo/297029071-480px.jpg,https://www.allaboutbirds.org/guide/American_Redstart/overview
Passeriformes,New World Warblers,Setophaga kirtlandii,Setophaga,Kirtland's Warbler,https://www.allaboutbirds.org/guide/assets/photo/297030851-480px.jpg,https://www.allaboutbirds.org/guide/Kirtlands_Warbler/overview
Passeriformes,New World Warblers,Setophaga tigrina,Setophaga,Cape May Warbler,https://www.allaboutbirds.org/guide/assets/photo/297033651-480px.jpg,https://www.allaboutbirds.org/guide/Cape_May_Warbler/overview
Passeriformes,New World Warblers,Setophaga cerulea,Setophaga,Cerulean Warbler,https://www.allaboutbirds.org/guide/assets/photo/297038371-480px.jpg,https://www.allaboutbirds.org/guide/Cerulean_Warbler/overview
Passeriformes,New World Warblers,Setophaga americana,Setophaga,Northern Parula,https://www.allaboutbirds.org/guide/assets/photo/64518191-480px.jpg,https://www.allaboutbirds.org/guide/Northern_Parula/overview
Passeriformes,New World Warblers,Setophaga magnolia,Setophaga,Magnolia Warbler,https://www.allaboutbirds.org/guide/assets/photo/297040641-480px.jpg,https://www.allaboutbirds.org/guide/Magnolia_Warbler/overview
Passeriformes,New World Warblers,Setophaga castanea,Setophaga,Bay-breasted Warbler,https://www.allaboutbirds.org/guide/assets/photo/64800391-480px.jpg,https://www.allaboutbirds.org/guide/Bay-breasted_Warbler/overview
Passeriformes,New World Warblers,Setophaga fusca,Setophaga,Blackburnian Warbler,https://www.allaboutbirds.org/guide/assets/photo/297045621-480px.jpg,https://www.allaboutbirds.org/guide/Blackburnian_Warbler/overview
Passeriformes,New World Warblers,Setophaga petechia,Setophaga,Yellow Warbler,https://www.allaboutbirds.org/guide/assets/photo/297046671-480px.jpg,https://www.allaboutbirds.org/guide/Yellow_Warbler/overview
Passeriformes,New World Warblers,Setophaga pensylvanica,Setophaga,Chestnut-sided Warbler,https://www.allaboutbirds.org/guide/assets/photo/64803561-480px.jpg,https://www.allaboutbirds.org/guide/Chestnut-sided_Warbler/overview
Passeriformes,New World Warblers,Setophaga striata,Setophaga,Blackpoll Warbler,https://www.allaboutbirds.org/guide/assets/photo/64804711-480px.jpg,https://www.allaboutbirds.org/guide/Blackpoll_Warbler/overview
Passeriformes,New World Warblers,Setophaga caerulescens,Setophaga,Black-throated Blue Warbler,https://www.allaboutbirds.org/guide/assets/photo/64806111-480px.jpg,https://www.allaboutbirds.org/guide/Black-throated_Blue_Warbler/overview
Passeriformes,New World Warblers,Setophaga palmarum,Setophaga,Palm Warbler,https://www.allaboutbirds.org/guide/assets/photo/297049561-480px.jpg,https://www.allaboutbirds.org/guide/Palm_Warbler/overview
Passeriformes,New World Warblers,Setophaga pinus,Setophaga,Pine Warbler,https://www.allaboutbirds.org/guide/assets/photo/64893901-480px.jpg,https://www.allaboutbirds.org/guide/Pine_Warbler/overview
Passeriformes,New World Warblers,Setophaga coronata,Setophaga,Yellow-rumped Warbler,https://www.allaboutbirds.org/guide/assets/photo/308764651-480px.jpg,https://www.allaboutbirds.org/guide/Yellow-rumped_Warbler/overview
Passeriformes,New World Warblers,Setophaga dominica,Setophaga,Yellow-throated Warbler,https://www.allaboutbirds.org/guide/assets/photo/308761391-480px.jpg,https://www.allaboutbirds.org/guide/Yellow-throated_Warbler/overview
Passeriformes,New World Warblers,Setophaga discolor,Setophaga,Prairie Warbler,https://www.allaboutbirds.org/guide/assets/photo/297052251-480px.jpg,https://www.allaboutbirds.org/guide/Prairie_Warbler/overview
Passeriformes,New World Warblers,Setophaga graciae,Setophaga,Grace's Warbler,https://www.allaboutbirds.org/guide/assets/photo/297054451-480px.jpg,https://www.allaboutbirds.org/guide/Graces_Warbler/overview
Passeriformes,New World Warblers,Setophaga nigrescens,Setophaga,Black-throated Gray Warbler,https://www.allaboutbirds.org/guide/assets/photo/297059311-480px.jpg,https://www.allaboutbirds.org/guide/Black-throated_Gray_Warbler/overview
Passeriformes,New World Warblers,Setophaga townsendi,Setophaga,Townsend's Warbler,https://www.allaboutbirds.org/guide/assets/photo/297064161-480px.jpg,https://www.allaboutbirds.org/guide/Townsends_Warbler/overview
Passeriformes,New World Warblers,Setophaga occidentalis,Setophaga,Hermit Warbler,https://www.allaboutbirds.org/guide/assets/photo/297068091-480px.jpg,https://www.allaboutbirds.org/guide/Hermit_Warbler/overview
Passeriformes,New World Warblers,Setophaga chrysoparia,Setophaga,Golden-cheeked Warbler,https://www.allaboutbirds.org/guide/assets/photo/297069601-480px.jpg,https://www.allaboutbirds.org/guide/Golden-cheeked_Warbler/overview
Passeriformes,New World Warblers,Setophaga virens,Setophaga,Black-throated Green Warbler,https://www.allaboutbirds.org/guide/assets/photo/162294151-480px.jpg,https://www.allaboutbirds.org/guide/Black-throated_Green_Warbler/overview
Passeriformes,New World Warblers,Cardellina canadensis,Cardellina,Canada Warbler,https://www.allaboutbirds.org/guide/assets/photo/297072721-480px.jpg,https://www.allaboutbirds.org/guide/Canada_Warbler/overview
Passeriformes,New World Warblers,Cardellina pusilla,Cardellina,Wilson's Warbler,https://www.allaboutbirds.org/guide/assets/photo/297073391-480px.jpg,https://www.allaboutbirds.org/guide/Wilsons_Warbler/overview
Passeriformes,New World Warblers,Cardellina rubrifrons,Cardellina,Red-faced Warbler,https://www.allaboutbirds.org/guide/assets/photo/297074721-480px.jpg,https://www.allaboutbirds.org/guide/Red-faced_Warbler/overview
Passeriformes,New World Warblers,Myioborus pictus,Myioborus,Painted Redstart,https://www.allaboutbirds.org/guide/assets/photo/309042961-480px.jpg,https://www.allaboutbirds.org/guide/Painted_Redstart/overview
Passeriformes,Cardinals and Allies,Piranga flava,Piranga,Hepatic Tanager,https://www.allaboutbirds.org/guide/assets/photo/297079701-480px.jpg,https://www.allaboutbirds.org/guide/Hepatic_Tanager/overview
Passeriformes,Cardinals and Allies,Piranga rubra,Piranga,Summer Tanager,https://www.allaboutbirds.org/guide/assets/photo/67450051-480px.jpg,https://www.allaboutbirds.org/guide/Summer_Tanager/overview
Passeriformes,Cardinals and Allies,Piranga olivacea,Piranga,Scarlet Tanager,https://www.allaboutbirds.org/guide/assets/photo/297081931-480px.jpg,https://www.allaboutbirds.org/guide/Scarlet_Tanager/overview
Passeriformes,Cardinals and Allies,Piranga ludoviciana,Piranga,Western Tanager,https://www.allaboutbirds.org/guide/assets/photo/297084201-480px.jpg,https://www.allaboutbirds.org/guide/Western_Tanager/overview
Passeriformes,Cardinals and Allies,Cardinalis cardinalis,Cardinalis,Northern Cardinal,https://www.allaboutbirds.org/guide/assets/photo/297087301-480px.jpg,https://www.allaboutbirds.org/guide/Northern_Cardinal/overview
Passeriformes,Cardinals and Allies,Cardinalis sinuatus,Cardinalis,Pyrrhuloxia,https://www.allaboutbirds.org/guide/assets/photo/297088671-480px.jpg,https://www.allaboutbirds.org/guide/Pyrrhuloxia/overview
Passeriformes,Cardinals and Allies,Pheucticus ludovicianus,Pheucticus,Rose-breasted Grosbeak,https://www.allaboutbirds.org/guide/assets/photo/297326811-480px.jpg,https://www.allaboutbirds.org/guide/Rose-breasted_Grosbeak/overview
Passeriformes,Cardinals and Allies,Pheucticus melanocephalus,Pheucticus,Black-headed Grosbeak,https://www.allaboutbirds.org/guide/assets/photo/297327641-480px.jpg,https://www.allaboutbirds.org/guide/Black-headed_Grosbeak/overview
Passeriformes,Cardinals and Allies,Passerina caerulea,Passerina,Blue Grosbeak,https://www.allaboutbirds.org/guide/assets/photo/67447361-480px.jpg,https://www.allaboutbirds.org/guide/Blue_Grosbeak/overview
Passeriformes,Cardinals and Allies,Passerina amoena,Passerina,Lazuli Bunting,https://www.allaboutbirds.org/guide/assets/photo/311473551-480px.jpg,https://www.allaboutbirds.org/guide/Lazuli_Bunting/overview
Passeriformes,Cardinals and Allies,Passerina cyanea,Passerina,Indigo Bunting,https://www.allaboutbirds.org/guide/assets/photo/297333661-480px.jpg,https://www.allaboutbirds.org/guide/Indigo_Bunting/overview
Passeriformes,Cardinals and Allies,Passerina versicolor,Passerina,Varied Bunting,https://www.allaboutbirds.org/guide/assets/photo/297336521-480px.jpg,https://www.allaboutbirds.org/guide/Varied_Bunting/overview
Passeriformes,Cardinals and Allies,Passerina ciris,Passerina,Painted Bunting,https://www.allaboutbirds.org/guide/assets/photo/67385111-480px.jpg,https://www.allaboutbirds.org/guide/Painted_Bunting/overview
Passeriformes,Cardinals and Allies,Spiza americana,Spiza,Dickcissel,https://www.allaboutbirds.org/guide/assets/photo/297338761-480px.jpg,https://www.allaboutbirds.org/guide/Dickcissel/overview
