order,family,genus_species,genus,name,img_src,url
Anseriformes,"Ducks, Geese, and Waterfowl",Dendrocygna autumnalis,Dendrocygna,Black-bellied Whistling-Duck,https://www.allaboutbirds.org/guide/assets/photo/59936941-480px.jpgNA,https://www.allaboutbirds.org/guide/Black-bellied_Whistling-Duck/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Dendrocygna bicolor,Dendrocygna,Fulvous Whistling-Duck,https://www.allaboutbirds.org/guide/assets/photo/162798201-480px.jpgNA,https://www.allaboutbirds.org/guide/Fulvous_Whistling-Duck/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Anser canagicus,Anser,Emperor Goose,https://www.allaboutbirds.org/guide/assets/photo/295404891-480px.jpgNA,https://www.allaboutbirds.org/guide/Emperor_Goose/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Anser caerulescens,Anser,Snow Goose,https://www.allaboutbirds.org/guide/assets/photo/295417571-480px.jpgNA,https://www.allaboutbirds.org/guide/Snow_Goose/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Anser rossii,Anser,Ross's Goose,https://www.allaboutbirds.org/guide/assets/photo/295421201-480px.jpgNA,https://www.allaboutbirds.org/guide/Rosss_Goose/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Anser albifrons,Anser,Greater White-fronted Goose,https://www.allaboutbirds.org/guide/assets/photo/59938311-480px.jpgNA,https://www.allaboutbirds.org/guide/Greater_White-fronted_Goose/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Branta bernicla,Branta,Brant,https://www.allaboutbirds.org/guide/assets/photo/295428261-480px.jpgNA,https://www.allaboutbirds.org/guide/Brant/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Branta hutchinsii,Branta,Cackling Goose,https://www.allaboutbirds.org/guide/assets/photo/59950661-480px.jpgNA,https://www.allaboutbirds.org/guide/Cackling_Goose/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Branta canadensis,Branta,Canada Goose,https://www.allaboutbirds.org/guide/assets/photo/59953191-480px.jpg,https://www.allaboutbirds.org/guide/Canada_Goose/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Cygnus olor,Cygnus,Mute Swan,https://www.allaboutbirds.org/guide/assets/photo/59954151-480px.jpg,https://www.allaboutbirds.org/guide/Mute_Swan/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Cygnus buccinator,Cygnus,Trumpeter Swan,https://www.allaboutbirds.org/guide/assets/photo/295430011-480px.jpg,https://www.allaboutbirds.org/guide/Trumpeter_Swan/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Cygnus columbianus,Cygnus,Tundra Swan,https://www.allaboutbirds.org/guide/assets/photo/59956021-480px.jpg,https://www.allaboutbirds.org/guide/Tundra_Swan/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Cairina moschata,Cairina,Muscovy Duck,https://www.allaboutbirds.org/guide/assets/photo/299692021-480px.jpg,https://www.allaboutbirds.org/guide/Muscovy_Duck/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Aix sponsa,Aix,Wood Duck,https://www.allaboutbirds.org/guide/assets/photo/65533521-480px.jpg,https://www.allaboutbirds.org/guide/Wood_Duck/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Spatula discors,Spatula,Blue-winged Teal,https://www.allaboutbirds.org/guide/assets/photo/60292801-480px.jpg,https://www.allaboutbirds.org/guide/Blue-winged_Teal/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Spatula cyanoptera,Spatula,Cinnamon Teal,https://www.allaboutbirds.org/guide/assets/photo/299913341-480px.jpg,https://www.allaboutbirds.org/guide/Cinnamon_Teal/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Spatula clypeata,Spatula,Northern Shoveler,https://www.allaboutbirds.org/guide/assets/photo/300124811-480px.jpg,https://www.allaboutbirds.org/guide/Northern_Shoveler/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Mareca strepera,Mareca,Gadwall,https://www.allaboutbirds.org/guide/assets/photo/308742131-480px.jpg,https://www.allaboutbirds.org/guide/Gadwall/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Mareca penelope,Mareca,Eurasian Wigeon,https://www.allaboutbirds.org/guide/assets/photo/300137371-480px.jpg,https://www.allaboutbirds.org/guide/Eurasian_Wigeon/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Mareca americana,Mareca,American Wigeon,https://www.allaboutbirds.org/guide/assets/photo/60017891-480px.jpg,https://www.allaboutbirds.org/guide/American_Wigeon/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Anas platyrhynchos,Anas,Mallard,https://www.allaboutbirds.org/guide/assets/photo/308743051-480px.jpg,https://www.allaboutbirds.org/guide/Mallard/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Anas rubripes,Anas,American Black Duck,https://www.allaboutbirds.org/guide/assets/photo/60018911-480px.jpg,https://www.allaboutbirds.org/guide/American_Black_Duck/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Anas fulvigula,Anas,Mottled Duck,https://www.allaboutbirds.org/guide/assets/photo/308743931-480px.jpg,https://www.allaboutbirds.org/guide/Mottled_Duck/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Anas acuta,Anas,Northern Pintail,https://www.allaboutbirds.org/guide/assets/photo/301309501-480px.jpg,https://www.allaboutbirds.org/guide/Northern_Pintail/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Anas crecca,Anas,Green-winged Teal,https://www.allaboutbirds.org/guide/assets/photo/63893401-480px.jpg,https://www.allaboutbirds.org/guide/Green-winged_Teal/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Aythya valisineria,Aythya,Canvasback,https://www.allaboutbirds.org/guide/assets/photo/63893981-480px.jpg,https://www.allaboutbirds.org/guide/Canvasback/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Aythya americana,Aythya,Redhead,https://www.allaboutbirds.org/guide/assets/photo/301323281-480px.jpg,https://www.allaboutbirds.org/guide/Redhead/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Aythya collaris,Aythya,Ring-necked Duck,https://www.allaboutbirds.org/guide/assets/photo/301536921-480px.jpg,https://www.allaboutbirds.org/guide/Ring-necked_Duck/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Aythya marila,Aythya,Greater Scaup,https://www.allaboutbirds.org/guide/assets/photo/162823881-480px.jpg,https://www.allaboutbirds.org/guide/Greater_Scaup/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Aythya affinis,Aythya,Lesser Scaup,https://www.allaboutbirds.org/guide/assets/photo/63896301-480px.jpg,https://www.allaboutbirds.org/guide/Lesser_Scaup/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Polysticta stelleri,Polysticta,Steller's Eider,https://www.allaboutbirds.org/guide/assets/photo/301549041-480px.jpg,https://www.allaboutbirds.org/guide/Stellers_Eider/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Somateria fischeri,Somateria,Spectacled Eider,https://www.allaboutbirds.org/guide/assets/photo/301553621-480px.jpg,https://www.allaboutbirds.org/guide/Spectacled_Eider/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Somateria spectabilis,Somateria,King Eider,https://www.allaboutbirds.org/guide/assets/photo/301578741-480px.jpg,https://www.allaboutbirds.org/guide/King_Eider/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Somateria mollissima,Somateria,Common Eider,https://www.allaboutbirds.org/guide/assets/photo/301589811-480px.jpg,https://www.allaboutbirds.org/guide/Common_Eider/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Histrionicus histrionicus,Histrionicus,Harlequin Duck,https://www.allaboutbirds.org/guide/assets/photo/63898051-480px.jpg,https://www.allaboutbirds.org/guide/Harlequin_Duck/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Melanitta perspicillata,Melanitta,Surf Scoter,https://www.allaboutbirds.org/guide/assets/photo/302040411-480px.jpg,https://www.allaboutbirds.org/guide/Surf_Scoter/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Melanitta deglandi,Melanitta,White-winged Scoter,https://www.allaboutbirds.org/guide/assets/photo/63900451-480px.jpg,https://www.allaboutbirds.org/guide/White-winged_Scoter/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Melanitta americana,Melanitta,Black Scoter,https://www.allaboutbirds.org/guide/assets/photo/63901801-480px.jpg,https://www.allaboutbirds.org/guide/Black_Scoter/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Clangula hyemalis,Clangula,Long-tailed Duck,https://www.allaboutbirds.org/guide/assets/photo/302051251-480px.jpg,https://www.allaboutbirds.org/guide/Long-tailed_Duck/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Bucephala albeola,Bucephala,Bufflehead,https://www.allaboutbirds.org/guide/assets/photo/216531741-480px.jpg,https://www.allaboutbirds.org/guide/Bufflehead/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Bucephala clangula,Bucephala,Common Goldeneye,https://www.allaboutbirds.org/guide/assets/photo/302057041-480px.jpg,https://www.allaboutbirds.org/guide/Common_Goldeneye/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Bucephala islandica,Bucephala,Barrow's Goldeneye,https://www.allaboutbirds.org/guide/assets/photo/302060441-480px.jpg,https://www.allaboutbirds.org/guide/Barrows_Goldeneye/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Lophodytes cucullatus,Lophodytes,Hooded Merganser,https://www.allaboutbirds.org/guide/assets/photo/302071781-480px.jpg,https://www.allaboutbirds.org/guide/Hooded_Merganser/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Mergus merganser,Mergus,Common Merganser,https://www.allaboutbirds.org/guide/assets/photo/63910971-480px.jpg,https://www.allaboutbirds.org/guide/Common_Merganser/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Mergus serrator,Mergus,Red-breasted Merganser,https://www.allaboutbirds.org/guide/assets/photo/302119101-480px.jpg,https://www.allaboutbirds.org/guide/Red-breasted_Merganser/overview
Anseriformes,"Ducks, Geese, and Waterfowl",Oxyura jamaicensis,Oxyura,Ruddy Duck,https://www.allaboutbirds.org/guide/assets/photo/302124271-480px.jpg,https://www.allaboutbirds.org/guide/Ruddy_Duck/overview
Galliformes,"Guans, Chachalacas, and Curassows",Ortalis vetula,Ortalis,Plain Chachalaca,https://www.allaboutbirds.org/guide/assets/photo/163093751-480px.jpg,https://www.allaboutbirds.org/guide/Plain_Chachalaca/overview
Galliformes,New World Quail,Oreortyx pictus,Oreortyx,Mountain Quail,https://www.allaboutbirds.org/guide/assets/photo/296737571-480px.jpg,https://www.allaboutbirds.org/guide/Mountain_Quail/overview
Galliformes,New World Quail,Colinus virginianus,Colinus,Northern Bobwhite,https://www.allaboutbirds.org/guide/assets/photo/296736411-480px.jpg,https://www.allaboutbirds.org/guide/Northern_Bobwhite/overview
Galliformes,New World Quail,Callipepla squamata,Callipepla,Scaled Quail,https://www.allaboutbirds.org/guide/assets/photo/296734001-480px.jpg,https://www.allaboutbirds.org/guide/Scaled_Quail/overview
Galliformes,New World Quail,Callipepla californica,Callipepla,California Quail,https://www.allaboutbirds.org/guide/assets/photo/296733361-480px.jpg,https://www.allaboutbirds.org/guide/California_Quail/overview
Galliformes,New World Quail,Callipepla gambelii,Callipepla,Gambel's Quail,https://www.allaboutbirds.org/guide/assets/photo/296730461-480px.jpg,https://www.allaboutbirds.org/guide/Gambels_Quail/overview
Galliformes,New World Quail,Cyrtonyx montezumae,Cyrtonyx,Montezuma Quail,https://www.allaboutbirds.org/guide/assets/photo/163097631-480px.jpg,https://www.allaboutbirds.org/guide/Montezuma_Quail/overview
Galliformes,"Pheasants, Grouse, and Allies",Meleagris gallopavo,Meleagris,Wild Turkey,https://www.allaboutbirds.org/guide/assets/photo/311368611-480px.jpg,https://www.allaboutbirds.org/guide/Wild_Turkey/overview
Galliformes,"Pheasants, Grouse, and Allies",Bonasa umbellus,Bonasa,Ruffed Grouse,https://www.allaboutbirds.org/guide/assets/photo/65615501-480px.jpg,https://www.allaboutbirds.org/guide/Ruffed_Grouse/overview
Galliformes,"Pheasants, Grouse, and Allies",Centrocercus urophasianus,Centrocercus,Greater Sage-Grouse,https://www.allaboutbirds.org/guide/assets/photo/295437481-480px.jpg,https://www.allaboutbirds.org/guide/Greater_Sage-Grouse/overview
Galliformes,"Pheasants, Grouse, and Allies",Centrocercus minimus,Centrocercus,Gunnison Sage-Grouse,https://www.allaboutbirds.org/guide/assets/photo/295434801-480px.jpg,https://www.allaboutbirds.org/guide/Gunnison_Sage-Grouse/overview
Galliformes,"Pheasants, Grouse, and Allies",Dendragapus obscurus,Dendragapus,Dusky Grouse,https://www.allaboutbirds.org/guide/assets/photo/39523291-480px.jpg,https://www.allaboutbirds.org/guide/Dusky_Grouse/overview
Galliformes,"Pheasants, Grouse, and Allies",Dendragapus fuliginosus,Dendragapus,Sooty Grouse,https://www.allaboutbirds.org/guide/assets/photo/295480871-480px.jpg,https://www.allaboutbirds.org/guide/Sooty_Grouse/overview
Galliformes,"Pheasants, Grouse, and Allies",Tympanuchus phasianellus,Tympanuchus,Sharp-tailed Grouse,https://www.allaboutbirds.org/guide/assets/photo/295483111-480px.jpg,https://www.allaboutbirds.org/guide/Sharp-tailed_Grouse/overview
Galliformes,"Pheasants, Grouse, and Allies",Tympanuchus cupido,Tympanuchus,Greater Prairie-Chicken,https://www.allaboutbirds.org/guide/assets/photo/295490511-480px.jpg,https://www.allaboutbirds.org/guide/Greater_Prairie-Chicken/overview
Galliformes,"Pheasants, Grouse, and Allies",Tympanuchus pallidicinctus,Tympanuchus,Lesser Prairie-Chicken,https://www.allaboutbirds.org/guide/assets/photo/296729301-480px.jpg,https://www.allaboutbirds.org/guide/Lesser_Prairie-Chicken/overview
Galliformes,"Pheasants, Grouse, and Allies",Lagopus leucura,Lagopus,White-tailed Ptarmigan,https://www.allaboutbirds.org/guide/assets/photo/295452811-480px.jpg,https://www.allaboutbirds.org/guide/White-tailed_Ptarmigan/overview
Galliformes,"Pheasants, Grouse, and Allies",Lagopus lagopus,Lagopus,Willow Ptarmigan,https://www.allaboutbirds.org/guide/assets/photo/295447381-480px.jpg,https://www.allaboutbirds.org/guide/Willow_Ptarmigan/overview
Galliformes,"Pheasants, Grouse, and Allies",Lagopus muta,Lagopus,Rock Ptarmigan,https://www.allaboutbirds.org/guide/assets/photo/295450481-480px.jpg,https://www.allaboutbirds.org/guide/Rock_Ptarmigan/overview
Galliformes,"Pheasants, Grouse, and Allies",Canachites canadensis,Canachites,Spruce Grouse,https://www.allaboutbirds.org/guide/assets/photo/295442571-480px.jpg,https://www.allaboutbirds.org/guide/Spruce_Grouse/overview
Galliformes,"Pheasants, Grouse, and Allies",Perdix perdix,Perdix,Gray Partridge,https://www.allaboutbirds.org/guide/assets/photo/296750991-480px.jpg,https://www.allaboutbirds.org/guide/Gray_Partridge/overview
Galliformes,"Pheasants, Grouse, and Allies",Phasianus colchicus,Phasianus,Ring-necked Pheasant,https://www.allaboutbirds.org/guide/assets/photo/296747851-480px.jpg,https://www.allaboutbirds.org/guide/Ring-necked_Pheasant/overview
Galliformes,"Pheasants, Grouse, and Allies",Alectoris chukar,Alectoris,Chukar,https://www.allaboutbirds.org/guide/assets/photo/296741481-480px.jpg,https://www.allaboutbirds.org/guide/Chukar/overview
Podicipediformes,Grebes,Tachybaptus dominicus,Tachybaptus,Least Grebe,https://www.allaboutbirds.org/guide/assets/photo/163990091-480px.jpg,https://www.allaboutbirds.org/guide/Least_Grebe/overview
Podicipediformes,Grebes,Podilymbus podiceps,Podilymbus,Pied-billed Grebe,https://www.allaboutbirds.org/guide/assets/photo/304522011-480px.jpg,https://www.allaboutbirds.org/guide/Pied-billed_Grebe/overview
Podicipediformes,Grebes,Podiceps auritus,Podiceps,Horned Grebe,https://www.allaboutbirds.org/guide/assets/photo/304534481-480px.jpg,https://www.allaboutbirds.org/guide/Horned_Grebe/overview
Podicipediformes,Grebes,Podiceps grisegena,Podiceps,Red-necked Grebe,https://www.allaboutbirds.org/guide/assets/photo/65057131-480px.jpg,https://www.allaboutbirds.org/guide/Red-necked_Grebe/overview
Podicipediformes,Grebes,Podiceps nigricollis,Podiceps,Eared Grebe,https://www.allaboutbirds.org/guide/assets/photo/305508041-480px.jpg,https://www.allaboutbirds.org/guide/Eared_Grebe/overview
Podicipediformes,Grebes,Aechmophorus occidentalis,Aechmophorus,Western Grebe,https://www.allaboutbirds.org/guide/assets/photo/305516121-480px.jpg,https://www.allaboutbirds.org/guide/Western_Grebe/overview
Podicipediformes,Grebes,Aechmophorus clarkii,Aechmophorus,Clark's Grebe,https://www.allaboutbirds.org/guide/assets/photo/164017921-480px.jpg,https://www.allaboutbirds.org/guide/Clarks_Grebe/overview
Columbiformes,Pigeons and Doves,Columba livia,Columba,Rock Pigeon,https://www.allaboutbirds.org/guide/assets/photo/308065631-480px.jpg,https://www.allaboutbirds.org/guide/Rock_Pigeon/overview
Columbiformes,Pigeons and Doves,Patagioenas leucocephala,Patagioenas,White-crowned Pigeon,https://www.allaboutbirds.org/guide/assets/photo/308079511-480px.jpg,https://www.allaboutbirds.org/guide/White-crowned_Pigeon/overview
Columbiformes,Pigeons and Doves,Patagioenas fasciata,Patagioenas,Band-tailed Pigeon,https://www.allaboutbirds.org/guide/assets/photo/164025671-480px.jpg,https://www.allaboutbirds.org/guide/Band-tailed_Pigeon/overview
Columbiformes,Pigeons and Doves,Streptopelia decaocto,Streptopelia,Eurasian Collared-Dove,https://www.allaboutbirds.org/guide/assets/photo/308119951-480px.jpg,https://www.allaboutbirds.org/guide/Eurasian_Collared-Dove/overview
Columbiformes,Pigeons and Doves,Streptopelia roseogrisea,Streptopelia,African Collared-Dove,https://www.allaboutbirds.org/guide/assets/photo/106862111-480px.jpg,https://www.allaboutbirds.org/guide/African_Collared-Dove/overview
Columbiformes,Pigeons and Doves,Columbina inca,Columbina,Inca Dove,https://www.allaboutbirds.org/guide/assets/photo/308126181-480px.jpg,https://www.allaboutbirds.org/guide/Inca_Dove/overview
Columbiformes,Pigeons and Doves,Columbina passerina,Columbina,Common Ground Dove,https://www.allaboutbirds.org/guide/assets/photo/66036551-480px.jpg,https://www.allaboutbirds.org/guide/Common_Ground_Dove/overview
Columbiformes,Pigeons and Doves,Leptotila verreauxi,Leptotila,White-tipped Dove,https://www.allaboutbirds.org/guide/assets/photo/308136791-480px.jpg,https://www.allaboutbirds.org/guide/White-tipped_Dove/overview
Columbiformes,Pigeons and Doves,Zenaida asiatica,Zenaida,White-winged Dove,https://www.allaboutbirds.org/guide/assets/photo/308431191-480px.jpg,https://www.allaboutbirds.org/guide/White-winged_Dove/overview
Columbiformes,Pigeons and Doves,Zenaida macroura,Zenaida,Mourning Dove,https://www.allaboutbirds.org/guide/assets/photo/60386921-480px.jpg,https://www.allaboutbirds.org/guide/Mourning_Dove/overview
Cuculiformes,Cuckoos,Crotophaga ani,Crotophaga,Smooth-billed Ani,https://www.allaboutbirds.org/guide/assets/photo/308431941-480px.jpg,https://www.allaboutbirds.org/guide/Smooth-billed_Ani/overview
Cuculiformes,Cuckoos,Crotophaga sulcirostris,Crotophaga,Groove-billed Ani,https://www.allaboutbirds.org/guide/assets/photo/308435111-480px.jpg,https://www.allaboutbirds.org/guide/Groove-billed_Ani/overview
Cuculiformes,Cuckoos,Geococcyx californianus,Geococcyx,Greater Roadrunner,https://www.allaboutbirds.org/guide/assets/photo/60388671-480px.jpg,https://www.allaboutbirds.org/guide/Greater_Roadrunner/overview
Cuculiformes,Cuckoos,Coccyzus americanus,Coccyzus,Yellow-billed Cuckoo,https://www.allaboutbirds.org/guide/assets/photo/308454251-480px.jpg,https://www.allaboutbirds.org/guide/Yellow-billed_Cuckoo/overview
Cuculiformes,Cuckoos,Coccyzus minor,Coccyzus,Mangrove Cuckoo,https://www.allaboutbirds.org/guide/assets/photo/308461461-480px.jpg,https://www.allaboutbirds.org/guide/Mangrove_Cuckoo/overview
Cuculiformes,Cuckoos,Coccyzus erythropthalmus,Coccyzus,Black-billed Cuckoo,https://www.allaboutbirds.org/guide/assets/photo/308464851-480px.jpg,https://www.allaboutbirds.org/guide/Black-billed_Cuckoo/overview
Caprimulgiformes,Nightjars and Allies,Chordeiles acutipennis,Chordeiles,Lesser Nighthawk,https://www.allaboutbirds.org/guide/assets/photo/303953401-480px.jpg,https://www.allaboutbirds.org/guide/Lesser_Nighthawk/overview
Caprimulgiformes,Nightjars and Allies,Chordeiles minor,Chordeiles,Common Nighthawk,https://www.allaboutbirds.org/guide/assets/photo/303958241-480px.jpg,https://www.allaboutbirds.org/guide/Common_Nighthawk/overview
Caprimulgiformes,Nightjars and Allies,Nyctidromus albicollis,Nyctidromus,Common Pauraque,https://www.allaboutbirds.org/guide/assets/photo/303965811-480px.jpg,https://www.allaboutbirds.org/guide/Common_Pauraque/overview
Caprimulgiformes,Nightjars and Allies,Phalaenoptilus nuttallii,Phalaenoptilus,Common Poorwill,https://www.allaboutbirds.org/guide/assets/photo/303970111-480px.jpg,https://www.allaboutbirds.org/guide/Common_Poorwill/overview
Caprimulgiformes,Nightjars and Allies,Antrostomus carolinensis,Antrostomus,Chuck-will's-widow,https://www.allaboutbirds.org/guide/assets/photo/303974581-480px.jpg,https://www.allaboutbirds.org/guide/Chuck-wills-widow/overview
Caprimulgiformes,Nightjars and Allies,Antrostomus vociferus,Antrostomus,Eastern Whip-poor-will,https://www.allaboutbirds.org/guide/assets/photo/303989741-480px.jpg,https://www.allaboutbirds.org/guide/Eastern_Whip-poor-will/overview
Caprimulgiformes,Swifts,Cypseloides niger,Cypseloides,Black Swift,https://www.allaboutbirds.org/guide/assets/photo/304079521-480px.jpg,https://www.allaboutbirds.org/guide/Black_Swift/overview
Caprimulgiformes,Swifts,Chaetura pelagica,Chaetura,Chimney Swift,https://www.allaboutbirds.org/guide/assets/photo/304087131-480px.jpg,https://www.allaboutbirds.org/guide/Chimney_Swift/overview
Caprimulgiformes,Swifts,Chaetura vauxi,Chaetura,Vaux's Swift,https://www.allaboutbirds.org/guide/assets/photo/304091041-480px.jpg,https://www.allaboutbirds.org/guide/Vauxs_Swift/overview
Caprimulgiformes,Swifts,Aeronautes saxatalis,Aeronautes,White-throated Swift,https://www.allaboutbirds.org/guide/assets/photo/304094121-480px.jpg,https://www.allaboutbirds.org/guide/White-throated_Swift/overview
Caprimulgiformes,Hummingbirds,Eugenes fulgens,Eugenes,Rivoli's Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/113556991-480px.jpg,https://www.allaboutbirds.org/guide/Rivolis_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Lampornis clemenciae,Lampornis,Blue-throated Mountain-gem,https://www.allaboutbirds.org/guide/assets/photo/164148861-480px.jpg,https://www.allaboutbirds.org/guide/Blue-throated_Mountain-gem/overview
Caprimulgiformes,Hummingbirds,Calothorax lucifer,Calothorax,Lucifer Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/303878421-480px.jpg,https://www.allaboutbirds.org/guide/Lucifer_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Archilochus colubris,Archilochus,Ruby-throated Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/303881311-480px.jpg,https://www.allaboutbirds.org/guide/Ruby-throated_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Archilochus alexandri,Archilochus,Black-chinned Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/303887411-480px.jpg,https://www.allaboutbirds.org/guide/Black-chinned_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Calypte anna,Calypte,Anna's Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/303891031-480px.jpg,https://www.allaboutbirds.org/guide/Annas_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Calypte costae,Calypte,Costa's Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/68930221-480px.jpg,https://www.allaboutbirds.org/guide/Costas_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Selasphorus calliope,Selasphorus,Calliope Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/65766661-480px.jpg,https://www.allaboutbirds.org/guide/Calliope_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Selasphorus rufus,Selasphorus,Rufous Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/68934031-480px.jpg,https://www.allaboutbirds.org/guide/Rufous_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Selasphorus sasin,Selasphorus,Allen's Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/304001991-480px.jpg,https://www.allaboutbirds.org/guide/Allens_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Selasphorus platycercus,Selasphorus,Broad-tailed Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/303992401-480px.jpg,https://www.allaboutbirds.org/guide/Broad-tailed_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Cynanthus latirostris,Cynanthus,Broad-billed Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/304010871-480px.jpg,https://www.allaboutbirds.org/guide/Broad-billed_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Leucolia violiceps,Leucolia,Violet-crowned Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/304284791-480px.jpg,https://www.allaboutbirds.org/guide/Violet-crowned_Hummingbird/overview
Caprimulgiformes,Hummingbirds,Amazilia yucatanensis,Amazilia,Buff-bellied Hummingbird,https://www.allaboutbirds.org/guide/assets/photo/304275281-480px.jpg,https://www.allaboutbirds.org/guide/Buff-bellied_Hummingbird/overview
Gruiformes,"Rails, Gallinules, and Coots",Rallus obsoletus,Rallus,Ridgway's Rail,https://www.allaboutbirds.org/guide/assets/photo/164570241-480px.jpg,https://www.allaboutbirds.org/guide/Ridgways_Rail/overview
Gruiformes,"Rails, Gallinules, and Coots",Rallus elegans,Rallus,King Rail,https://www.allaboutbirds.org/guide/assets/photo/303143791-480px.jpg,https://www.allaboutbirds.org/guide/King_Rail/overview
Gruiformes,"Rails, Gallinules, and Coots",Rallus crepitans,Rallus,Clapper Rail,https://www.allaboutbirds.org/guide/assets/photo/164605261-480px.jpg,https://www.allaboutbirds.org/guide/Clapper_Rail/overview
Gruiformes,"Rails, Gallinules, and Coots",Rallus limicola,Rallus,Virginia Rail,https://www.allaboutbirds.org/guide/assets/photo/37883281-480px.jpg,https://www.allaboutbirds.org/guide/Virginia_Rail/overview
Gruiformes,"Rails, Gallinules, and Coots",Porzana carolina,Porzana,Sora,https://www.allaboutbirds.org/guide/assets/photo/164608031-480px.jpg,https://www.allaboutbirds.org/guide/Sora/overview
Gruiformes,"Rails, Gallinules, and Coots",Gallinula galeata,Gallinula,Common Gallinule,https://www.allaboutbirds.org/guide/assets/photo/71546991-480px.jpg,https://www.allaboutbirds.org/guide/Common_Gallinule/overview
Gruiformes,"Rails, Gallinules, and Coots",Fulica americana,Fulica,American Coot,https://www.allaboutbirds.org/guide/assets/photo/303193191-480px.jpg,https://www.allaboutbirds.org/guide/American_Coot/overview
Gruiformes,"Rails, Gallinules, and Coots",Porphyrio martinica,Porphyrio,Purple Gallinule,https://www.allaboutbirds.org/guide/assets/photo/71546831-480px.jpg,https://www.allaboutbirds.org/guide/Purple_Gallinule/overview
Gruiformes,"Rails, Gallinules, and Coots",Porphyrio poliocephalus,Porphyrio,Gray-headed Swamphen,https://www.allaboutbirds.org/guide/assets/photo/133737161-480px.jpg,https://www.allaboutbirds.org/guide/Gray-headed_Swamphen/overview
Gruiformes,"Rails, Gallinules, and Coots",Coturnicops noveboracensis,Coturnicops,Yellow Rail,https://www.allaboutbirds.org/guide/assets/photo/303199631-480px.jpg,https://www.allaboutbirds.org/guide/Yellow_Rail/overview
